Name	Set	Imagefile	Primary	Secondary	Race	Alignment	Rarity	MPs	Specific	Skill	Mind	Direct	General	Prowess	Body	Corruption	Home	Unique	RegionType/Path	SiteType	Playable	GoldRing	GreaterItem	MajorItem	MinorItem	Information	Palantiri	Scroll	Hoard	Gear	Haven	Stage	Strikes	erratum	ice_errata	dreamcard	Text
Fast Asleep	METD	metd_fastasleep.jpg	Resource	Short-event	-	Hero	Common	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"+3 to one burglary attempt. Alternatively, -2 to the prowess of one automatic attack.   ""There he lay, a vast red-golden dragon, fast asleep; a thrumming came from his jaws and nostrils, and wisps of smoke, but his fires were low in slumber."" -Hob "
Flatter a Foe	METD	metd_flatterafoe.jpg	Resource	Short-event	Flattery	Hero	Common	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	Flattery attempt. Playable on a character whose company is facing an attack of the type listed below. Character makes an influence check (modified by his usual direct influence and +2 if a diplomat). If successful, the attack is canceled and the hazard limit for the character's company is decreased by two. The influence check is successful if the result is greater than: 10 against a Dragon; 11 against Men or Drakes; 12 against Trolls, Orcs, Elves, and Giants. 
Forod	METD	metd_forod.jpg	Resource	Short-event	-	Hero	Common	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	Playable during organization phase on a company moving without region cards. Company may move from a site of origin in one of the following regions to a new site in one of the following regions: Lindon, Forochel, Angmar, Gundabad, Grey Mountain Narrows, Withered Heath, and Iron Hills. The site path is [w] [w] [w] and the Hazard limit is decreased by two to a minimum of two.  
Gift of Comprehension	METD	metd_giftofcomprehension.jpg	Resource	Permanent-event	Lore	Hero	Common	-	-	-	-	-	-	-	-	2.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	"Playable on a Dunadan at a Haven [H]; tap the Dunadan. Gives the bearer sage skill.   ""The Dunadain alone of all the races of Men knew and spoke an Elvish tongue; for their forefathers had learned Sindarin..."" -LotR "
Gold Belt of Lorien	METD	metd_goldbeltoflorien.jpg	Resource	Special Item	-	Hero	Uncommon	-	-	-	-	1.0	-	-	-	1.0	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Unique. Only playable at Lorien. +1 direct influence to bearer.   ""The Lady bowed her head, and she turned then to Boromir, and to him she gave a belt of gold...""-LotRII "
Habergeon of Silver	METD	metd_habergeonofsilver.jpg	Resource	Major Item	Hoard Armor	Hero	Common	2	-	-	-	-	-	-	2.0	2.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Hoard item. Armor. Bearer receives +2 body to a maximum of 10.   ""...of silver was his habergeon...""-LotRII "
Harad	METD	metd_harad.jpg	Resource	Short-event	-	Hero	Common	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	Playable during organization phase on a company moving without region cards. Company may move from a site of origin in one of the following regions to a new site in one of the following regions: Horse Plains, Khand, Nurn, and Haronder. The site path is [w] [w] [w] and the Hazard limit is decreased by two to a minimum of two.
Helm of Her Secrecy	METD	metd_helmofhersecrecy.jpg	Resource	Permanent-event	-	Hero	Rare	-	-	-	-	1.0	-	-2.0	-1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	If Eowyn is in your hand, this card is playable on a company facing an attack (before strikes are assigned)-the company must contain a character with Edoras as a home site. If enough influence is available to control her, Eowyn may be played with (i.e., joins) the company. She gains +2 prowess, +1 body, and +1 direct influence. If the attack is a Nazgul, place Helm of Her secrecy with Eowyn following the attack. Otherwise, discard this card following the attack. Regardless, Eowyn remains in play.  
Here, There, or Yonder	METD	metd_herethereoryonder.jpg	Resource	Short-event	-	Hero	Uncommon	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	Tap a character during his site phase at a tapped or untapped Ruins & Lairs [R]. Make a roll (or draw a #) modified by +3 if the character is a diplomat. An ally may be played and placed under the character's control if the result is greater than 6 plus the ally's mind stat and the ally is not restricted from moving in this site's region. If an ally is played, tap the site if it is not already tapped.  
Hey! come merry dol!	METD	metd_heycomemerrydol.jpg	Resource	Short-event	-	Hero	Common	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Playable at the end of the organization phase on a moving company. Each Wilderness [w] symbol in the company's site path counts as half a Wilderness [w]. When calculating the number of Wildernesses [w] in such a site path, round down for the final result.  ""With another hop and a bound there came into view a man, or so it seemed.""-LotRI  "
Houses of Healing	METD	metd_housesofhealing.jpg	Resource	Permanent-event	-	Hero	Common	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Playable on a Free-hold [F]. Site becomes a Haven [H] for purposes of healing. Discard Houses of Healing when the site is returned to the location deck or discarded.  ""...the leechcraft of Gondor was still wise, and skilled in the healing of wound and hurt, and all such sickness..."" -LotRV  "
King under the Mountain	METD	metd_kingunderthemountain.jpg	Resource	Permanent-event	-	Hero	Rare	5	-	Dwarf	-	5.0	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	Unique. Playable on Balin, Dain II, Thorin II, or Thrain II if his company has defeated an at home Dragon manifestation attack other than Earcaraxe at Home. The target Dwarf receives +5 direct influence against Dwarves and Dwarf factions. The site where the Dragon was defeated becomes a Border-hold and Dwarf-hold for all purposes and has no dragon automatic attacks. Only Dwarves may play items at this site.  
Legendary Hoard	METD	metd_legendaryhoard.jpg	Resource	Permanent-event	-	Hero	Rare	-	-	-	-	-	-	-	-	-	attach tap invert rotate	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	Playable on an at home Dragon manifestation. Target Dragon's automatic attack cannot be canceled. Rotate this card 90deg each time a manifestation of target Dragon is played. If the site receiving the Dragon's automatic-attack is untapped, a number of items may be played there do not tap the site: not rotated: 1 item; rotated once: 2 items; rotated twice or more; 3 items. If target dragon is required to be discarded or removed from play, invert dragon on table until this card is discarded or removed from play. Discard this card when any item is played at target Dragon's lair that taps the site. Can not be duplicated on a given Dragon.
Look More Closely Later	METD	metd_lookmorecloselylater.jpg	Resource	Short-event	Ritual	Hero	Common	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Ritual. Tap a sage to untap a site at which ""Information"" is playable. Sage makes a corruption check.  ""'We will take this book, the Book of Mazarbul, and look at it more closely later.'""-LotRII "
Lore of the Ages	METD	metd_loreoftheages.jpg	Resource	Permanent-event	Lore	Hero	Common	-	-	-	-	-	-	-1.0	-	2.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	"Playable on an Elf at a Haven [H]; tap the Elf. When facing an attack, bearer may tap to give +1 prowess to all characters in his company against the attack. Bearers makes a corruption check.   ""...the words took shape, and visions of far lands and bright things that he had never yet imagined opened out before him...""-LotRII "
Magical Harp	METD	metd_magicalharp.jpg	Resource	Major Item	Hoard Treasure Instrument	Hero	Uncommon	2	-	-	-	-	-	-	-	2.0	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	"Unique. Hoard item. Tap Magical Harp to cancel all actions for the rest of the turn that discard target character in bearer's company. Bearer makes a corruption check. This item may also be so tapped during opponent's site phase.   ""Then the dwarves themselves brought forth harps and instruments regained from the hoard, and made music to soften his mood...""-Hob "
Many Foes he Fought	METD	metd_manyfoeshefought.jpg	Resource	Short-event	-	Hero	Common	-	-	-	-	-	-	-1.0	-1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"If defender chooses a warrior to be the target of a strike from an attack, that character may choose to face any number of the strikes from that attack. The character suffers a cumulative -1 prowess/-1 body for each additional strike faced. The character faces a separate strike sequence for each strike.   ""...and they shot a rain of arrows: always at Boromir.""-LotRIII "
Many Turns and Doublings	METD	metd_manyturnsanddoublings.jpg	Resource	Short-event	-	Hero	Common	-	-	Ranger	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Ranger only. Cancel an attack by Wolves, Spiders, Animals, or Undead. Alternatively, if Gates of Morning is in play, decrease the hazard limit against the ranger's company by one (no minimum).   ""He was taking a wandering course with many turns and doublings, to put off any pursuit.""-LotRI "
Map to Mithril	METD	metd_maptomithril.jpg	Resource	Permanent-event	Lore	Hero	Uncommon	2	-	-	-	-	-	-3.0	-	2.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	"Playable on a Dwarf during the site phase at a site at which ""Information"" is playable. Tap the Dwarf and site. Tap Map to Mithril if bearer is ever at Moria; this card never untaps. If Map to Mithril is at a Dwarf-hold and it is tapped, the bearer may tap himself and place this card with a non-unique weapon in his company. This gives the weapon a +3 prowess bonus. "
Marvels Told	METD	metd_marvelstold.jpg	Resource	Short-event	Ritual	Hero	Common	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Ritual. Tap a sage to force the discard of a hazard non-environment permanent-event or long-event. Sage makes a corruption check modified by -2.  ""He tarried there from errantry, and melodies they taught to him, and sages old him marvels told..."" -LotRII "
Master of Esgaroth	METD	metd_masterofesgaroth.jpg	Resource	Short-event	-	Hero	Common	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Playable at the end of the organization phase on a moving company. If the company moves to a Border-hold [B], it can take a second movement/hazard phase immediately following its first movement/hazard phase.  ""'...What help we can offer shall be yours, and we trust your gratitude when your kingdom is regained.'"" -Hob "
Master of Wood, Water, or Hill	METD	metd_masterofwoodwaterorhill.jpg	Resource	Short-event	Ritual	Hero	Common	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Ritual. Tap a sage to change one Wilderness [w] to a Border-land [b] or Shadow-land [s] or one Shadow-land [s] to a Wilderness [w] or one Border-land [b] to a Wilderness [w]. Sage makes a corruption check.   ""'...No one has ever caught old Tom walking in the forest, wading in the water, leaping on the hill-tops under light and shadow. He has no fear.'"" -LotRI "
Mathom Lore	METD	metd_mathomlore.jpg	Resource	Permanent-event	Lore	Hero	Rare	-	-	-	-	-	-	-	-	2.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	"Playable on a Hobbit at Bag End; tap the Hobbit. During the organization phase, bearer may tap to choose a minor item from your play deck or discard pile to place in your hand. Reshuffle your play deck if it was used. Bearer makes a corruption check.   ""...anything that Hobbits had no immediate use for, but were unwilling to throw away, they called a mathom."" -LotRI "
Men of Dale	METD	metd_menofdale.jpg	Resource	Faction	Man	Hero	Uncommon	2	-	-	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Unique. Playable at Dale if the influence is greater than 7. Standard modifications: Men (+2), Dwarves (+1).  ""Most of the men of the northern regions of the West-lands were descended from the Edain of the First Age, or from their close kin... Of this kind were...the Men of the Long Lake and of Dale.""-LotR "
Men of Lake-town	METD	metd_menoflaketown.jpg	Resource	Faction	Man	Hero	Uncommon	2	-	-	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Unique. Playable at Lake-town if the influence is greater than 8. Standard modifications: Men (+2), Dwarves (-1).  ""...who still dared to dwell here under the shadow of the distant Dragon-mountain.""-Hob "
More Sense than You	METD	metd_moresensethanyou.jpg	Resource	Short-event	-	Hero	Common	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Playable before strikes are assigned on an untapped character or ally whose company is facing an attack. Tap target character or ally. He may not be assigned a strike from the attack.   ""...For they sniff danger ahead which you walk right into; and if they run to save themselves, then they run the right way."" -LotRI "
Necklace of Silver and Pearls	METD	metd_necklaceofsilverandpearls.jpg	Resource	Minor Item	Hoard Jewel	Hero	Common	-	-	-	-5.0	-3.0	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	"Hoard item. Discard this card to give +3 direct influence and +5 mind to bearer until the end of the turn. The bearer's additional mind does not use any controlling influence. This item may also be so discarded during opponent's site phase.  ""'I beg of you,' said Bilbo, stammering and standing on one foot, 'to accept this gift!' and he brought out a necklace of silver and pearls that Dain had given him at their parting."" -Hob "
Nenselde the Wingild	METD	metd_nenseldethewingild.jpg	Resource	Ally	Maia	Hero	Rare	2	-	-	3.0	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	Unique. Playable at Dol Amroth. May not be attacked. Tap Nenselde the Wingild to return one environment resource long-event or short-event from your discard pile to your hand. Discard Nenselde the Wingild if her company moves to a site that is not in: Belfalas, Bay of Belfalas, Anfalas, or Mouths of the Anduin. 
Not at Home	METD	metd_notathome.jpg	Resource	Short-event	-	Hero	Common	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Cancel one Dragon, Drake, or Troll automatic-attack or attack keyed to a site. Alternatively, if Gates of Morning is in play, reduce the number of strikes of any automatic-attack by 2 (to a minimum of one).   ""'...He is not at home today (or tonight, or whatever it is), I do believe.'"" -Hob "
Pledge of Conduct	METD	metd_pledgeofconduct.jpg	Resource	Short-event	-	Hero	Common	-	-	Diplomat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Diplomat only. A character facing a corruption check in the diplomat's company may automatically transfer one item he bears to another character in his company. The item must be transferable, and the new bearer must be able to bear it.   ""'...you will first surender to me the Key of Orthanc, and your staff. They shall be pledges of your conduct, to be returned late, if you merit them.'"" -LotRIII "
Refuge	METD	metd_refuge.jpg	Resource	Permanent-event	-	Hero	Common	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	Playable only if you discard an Elf from your hand and only at the end of the organization phase on a company using region movement cards with the last one being a Wilderness [w]. (Play regions face-up). This card is used as a site card, Free-hold [F] (cards drawn: 1/1). The company may only leave this site using region movement. Characters at this site heal as though they were in a Haven [H]. Discard Refuge when the company moves to a new site. 
Returned Exiles	METD	metd_returnedexiles.jpg	Resource	Faction	Dwarf	Hero	Rare	5	-	-	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Unique. Playable at a tapped or untapped site where an at home Dragon manifestation was defeated if the influence check is greater than 12. Standard modifications: King under the Mountain Dwarf (+5), other Dwarves (+2).  ""'Don't call my place a nasty hole! You wait till it has been cleaned and redecorated!'""-Hob "
Rhun	METD	metd_rhun.jpg	Resource	Short-event	-	Hero	Common	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	Playable during organization phase on a company moving without region cards Company may move from a site of origin in one of the following regions to a new site in one of the following regions: Iron Hills, Dorwinion, Horse Plains, and Khand. The site path is [w] [w] [w] and the hazard limit is decreased by two to a minimum of two. 
Riddling Talk	METD	metd_riddlingtalk.jpg	Resource	Short-event	Riddling	Hero	Uncommon	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	Riddling attempt. Playable on a character whose company is facing an automatic-attack of the type listed below. Character makes a roll (or draws a #) modified by: +2 for each sage and +1 for each Hobbit in his company. If the result is greater than: 8 against Dragons and Drakes, 10 against Men and Giants, 12 against Slayers, awakened Plants, Orcs, Spiders, and Trolls; Then name a card and opponent must reveal his hand. If the named card is in opponent's hand, the creature's card is discarded (all of its attacks are canceled) and the hazard limit against the character's company is decreased by three. 
Sated Beast	METD	metd_satedbeast.jpg	Resource	Short-event	-	Hero	Uncommon	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Target ahunt Dragon manifestation is discarded. Alternatively, if Doors of Night is in play, decreases the number of strikes from one Dragon or Drake attack by one (to a minimum of one). This card may also be played during opponent's movement/hazard phase.  ""...he went back to his golden couch to sleep-and to gather new strength.""-Hob "
Scabbard of Chalcedony	METD	metd_scabbardofchalcedony.jpg	Resource	Minor Item	Hoard	Hero	Common	-	-	-	-	-	-	-	-1.0	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Hoard item. -1 body to all failed strikes against bearer. Cannot be duplicated on a given character.   ""...his scabbard of chalcedony..."" -LotRII "
Secret News	METD	metd_secretnews.jpg	Resource	Short-event	-	Hero	Common	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Opponent reveals to you 5 random cards at once from his hand.  ""'...I met two of Elrond's people. They were hurrying along for fear of the trolls. It was they who told me that three of them had come down from the mountains...'""-Hob "
Skin-changer	METD	metd_skinchanger.jpg	Resource	Short-event	-	Hero	Rare	-	-	-	-	-	-	-2.0	-2.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	Only playable on Beorn. Until the end of the turn, his prowess and body are each modified by +2. If Beorn is chosen to be the target of a strike from an attack, he may choose to face a second strike from that attack (he faces a separate strike sequence for each strike). Beorn makes a corruption check modified by -2 after any attack made against his company. If still in play at the end of the turn, place Beorn in your hand. Any items he bears may be transferred to unwounded characters in his company (no corruption checks required). 
Staff Asunder	METD	metd_staffasunder.jpg	Resource	Short-event	-	Hero	Rare	-	-	-	-	-	-	-5.0	-2.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Playable on a Wizard bearing Wizard's Staff whose company is facing an attack. Wizard makes a corruption check. Place Wizard's staff in your Marshaling point pile. Wizard gains +5 prowess against the attack. Modify the attack's body by -2.   ""...Gandalf lifted his staff, and crying aloud he smote the bridge before him. The staff broke asunder and fell from his hand.""-LotRII "
Star of High Hope	METD	metd_starofhighhope.jpg	Resource	Long-event	Environment	Hero	Uncommon	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	"Environment. The prowess of each Elf and Dunadan is modified by +1 (by +2 if Gates of Morning is in play).   ""...ever still a herald on an errand that should never rest to bear his shining lamp afar the Flammifer of the Westerness."" -LotRII "
Tales of the Hunt	METD	metd_talesofthehunt.jpg	Resource	Permanent-event	Lore	Hero	Common	-	-	-	-	-	-	-	-	2.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	"Playable on a Man at a Border-hold [B]; tap the Man. Bearer may tap to untap any character in his company. Bearer makes a corruption check.   ""There was a flying sound of hooves on the path ahead. Out of the gloom came suddenly the shape of a flying deer."" -Hob "
The Riddle Game	METD	metd_theriddlegame.jpg	Resource	Short-event	Riddling	Hero	Rare	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	Riddling attempt. Playable during the site phase on a character at the same site as one of opponent's companies. Tap the character Opponent chooses a character from his company to play the riddle game. Each player makes a riddling roll (or draws a #) modified by +2 if his character is a sage and by +1 if a Hobbit (re-roll ties). The player with the highest result wins. He then names two cards and the other player reveals his hand If any of the named cards are revealed, they are immediately discarded. 
Three Golden Hairs	METD	metd_threegoldenhairs.jpg	Resource	Permanent-event	-	Hero	Uncommon	-	-	-	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Unique. Playable at any site on a non-Wizard, non-Hobbit diplomat character (other than Galadriel) at the same site as Galadriel. All corruption cards on the bearer are discarded when this card comes into play. +2 to all corruption checks by bearer.   ""'...your hands shall flow with gold, and yet over you gold shall have no dominion.'"" -LotRII "
Thror's Map	METD	metd_throrsmap.jpg	Resource	Minor Item	Hoard Lost Knowledge	Hero	Uncommon	-	-	-	-	-	-	-	-	1.0	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	"Unique. Discard Thror's Map to untap a site with a Dragon automatic-attack.   ""...he spread a piece of parchment rather like a map. 'This was made by Thror, your grandfather, Thorin...'"" -Hob "
Trickery	METD	metd_trickery.jpg	Resource	Short-event	-	Hero	Common	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Scout only against an Orc, Troll, Man, Elf, Slayer, Awakened Plant, or Giant attack against his company. Make a roll (or draw a #) ; if the result is greater than 5, the attack is cancelled.   ""'...Smeagol, who is now called Gollum, has escaped.'"" -LotRII "
Twice-baked Cakes	METD	metd_twicebakedcakes.jpg	Resource	Special Item	Food	Hero	Common	-	-	-	-	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	"Playable only at a Free-hold [F] or Border-hold [B]. May also be played if the site is tapped. Discard during the organization phase to allow its bearer's company to play two additional region cards.   ""...twice-baked cakes that would keep good a long time, and on a little which they could march far."" -Hob "
Valiant Sword	METD	metd_valiantsword.jpg	Resource	Major Item	Hoard Weapon	Hero	Common	2	-	Warrior	-	-	-	2.0	-1.0	2.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Hoard item. Weapon. +2 to bearer's prowess to a maximum of 9. Warrior only: +1 to body to a maximum of 9.   ""...his sword of steel was valiant..."" -LotRII "
Vanish in Sunlight!	METD	metd_vanishinsunlight.jpg	Resource	Short-event	-	Hero	Uncommon	-	-	-	-	-	-	-2.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Modify the prowess of one Nazgul or Undead attack by -2 (by -4 if Gates of Morning is in play).   ""...and there was Tom's head (hat, feather, and all) framed against the light of the sun rising behind him."" -LotRI "
Warm Now Be Heart and Limb	METD	metd_warmnowbeheartandlimb.jpg	Resource	Short-event	Ritual	Hero	Common	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Ritual. Playable on a company during organization phase. Each sage in company that taps may heal one character (from wounded to tapped). Each sage so tapping makes a corruption check.   ""To Frodo's great joy the Hobbits stirred, stretched their arms, rubbed their eyes, and then suddenly sprang up."" -LotRI "
Washed and Refreshed	METD	metd_washedandrefreshed.jpg	Resource	Short-event	-	Hero	Common	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Playable at the end of the organization phase on a moving company. When the company's new site is revealed, the company may untap a number of characters equal to the number of regions less than four in its site path.   ""It was a long and merry meal. Though the hobbits ate, as only famished hobbits can eat, there was no lack."" -LotRI "
Waybread	METD	metd_waybread.jpg	Resource	Special Item	Food	Hero	Uncommon	-	-	-	-	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	"Only playable at Lorien. Discard to untap bearer or bearer and one other character in his company. Alternatively, discard during organization phase to play an additional region card.  ""'...we call it lembas or waybread, and it is more strengthening than any food made by Men...'"" -LotRII "
When I Know Anything	METD	metd_wheniknowanything.jpg	Resource	Permanent-event	Light Enchantment	Hero	Common	-	-	-	-	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Light enchantment. Playable on a sage during the site phase at a site where ""Information"" is playable. Tap sage and site. Tap sage to modify one corruption check by a character in his company by +3. Sage makes a corruption check.  ""'You are an interfering old busybody,' laughed Bilbo, 'but I expect you know best, as usual.' 'I do-when I know anything...'"" -LotRI "
Wielded Twice	METD	metd_wieldedtwice.jpg	Resource	Short-event	Ritual	Hero	Common	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Ritual. Tap a sage to untap an item in his company. Sage makes a corruption check.  ""'Two?' said Legolas. 'I have done better, though now I must grope for spent arrows; all mine are gone. Yet I make my tale twenty at the least.'"" -LotRIII "
Wit	METD	metd_wit.jpg	Resource	Short-event	-	Hero	Uncommon	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Modify one riddling roll by +3. If applicable, this card may also be played during your opponent's site phase if a riddling roll is called for.  ""'I don't know half as well as I should like; and I like less than half of you half as well as you deserve.' This was rather unexpected and difficult."" -LotRI "
Wizard Uncloaked	METD	metd_wizarduncloaked.jpg	Resource	Short-event	Wizardry	Hero	Uncommon	-	-	Spell	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Spell. Wizard only. Return all hazard permanent-events on characters in your Wizard's company to opponent's hand. Wizard makes a corruption check modified by -2.  ""Gandalf's eyes flashed. 'It will be my turn to get angry soon,' he said. 'If you say that again, I shall. Then you will see Gandalf the Grey uncloaked.'"" -LotRI "
Wizard's Staff	METD	metd_wizardsstaff.jpg	Resource	Greater Item	Hoard Weapon Staff	Hero	Uncommon	3	Wizard	Wizard	-	2.0	-	-2.0	-	2.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Hoard item. Weapon. Only a Wizard may bear this item. +2 to direct influence, and +2 to prowess. +2 to any corruption check required by a spell card. Tap bearer at the beginning of your end-of-turn phase to take one ""spell,"" ""ritual,"" or ""light enchantment"" from your discard pile into your hand. Bearer makes a corruption check. Cannot be duplicated on a given Wizard. "
Wondrous Maps	METD	metd_wondrousmaps.jpg	Resource	Permanent-event	-	Hero	Common	-	-	-	-	-	-	7.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.0	0.0	-	0.0	Playable at the end of the organization phase on a company using region cards with the last one being a Shadow-land [s]. (Play regions face up). This card is used as a site card, Ruins & Lairs [R] (automatic-attack: Orcs-4 strikes at 7 prowess, items: (minor, major), cards opponent draws: 3, you draw: 1). The company may only leave the site using region movement. Discard Wondrous Maps when the company moves to a new site. 
Wormsbane	METD	metd_wormsbane.jpg	Resource	Greater Item	Weapon	Hero	Rare	4	-	Two-handed	-	-	-	24.0	-2.0	2.0	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	"Unique. Weapon. +2 to prowess to a maximum of 9 (+4 to prowess to a maximum of 12 and -2 to strikes body against a Dragon or a Drake strike).  ""...and among them were several swords of various makes, shapes, and sizes.""-Hob "
Buhr Widu	METD	metd_buhrwidu.jpg	Site	site	-	Hero	Uncommon	-	-	-	-	-	-	-	-	-	-	unique	Wilderness	Ruins & Lairs	Items (minor, major)	-	-	yes	yes	-	-	-	-	-	Lorien	-	-	0.0	-	0.0	"Nearest Haven: Lorien Playable: Items (minor, major) Automatic-attacks: Troll-1 strike with 10 prowess Special: This site is always returned to the location deck, never to the discard pile.  ""...from their tree-felling they created the grassy East Blight, where stood Buhr Widu, their lord's hold and capital.""-Kuduk Lore "
